accuracy,latency,memory
41.33295,4.8820763,147.5583
32.88751,6.7949796,345.96973
40.1016,6.6883907,165.54518
31.96672,6.879883,345.41122
24.133183,11.138897,827.82184
22.946064,12.035435,945.0986
23.06125,11.659428,934.90546
40.887154,5.682548,151.00327
31.092232,7.8260117,381.8933
25.500538,9.860819,800.3167
24.054125,11.22098,882.70667
32.025158,7.736957,354.78186
40.99335,5.489408,148.5941
40.81771,5.51793,145.74748
24.759632,10.242996,834.52466
23.730804,11.4583,884.8406
41.02436,5.7782736,148.30281
24.577303,10.714444,851.69403
32.042747,7.2689476,345.89005
41.12791,5.4456005,148.83377
31.092531,7.6231837,374.06393
30.975254,8.24904,382.6508
24.115358,10.3931265,882.4576
23.983389,11.303169,889.4635
26.996645,9.315636,736.8842
40.544407,6.137409,151.87666
31.874046,7.1476464,356.02414
26.240808,9.483668,781.7019
40.804607,5.8545866,155.29839
23.815973,10.95419,876.6061
24.38121,10.534219,865.1483
40.580048,6.310958,149.63141
40.21888,6.4212117,157.78368
25.511295,10.35424,833.30023
25.378128,10.0267,831.2503
40.398563,5.9721026,156.75063
40.669937,5.8555746,154.44931
40.591892,6.4556103,157.56177
25.450098,9.877072,798.63007
32.39414,6.697548,334.1907
40.60079,6.154401,159.78087
41.146286,5.615826,153.26643
24.182173,11.37207,863.9141
24.868074,10.2333975,848.81824
31.722834,7.513758,351.48373
41.046032,5.3688526,150.15259
41.352707,5.5057745,144.61229
32.19698,6.8722973,340.30283
40.85811,5.909477,151.64929
32.149803,6.966638,341.29367
40.60252,6.0917206,156.3747
32.98179,6.5213585,324.30927
25.836498,10.144532,783.51825
40.36258,6.1610947,155.91359
23.48155,11.919106,946.7808
31.951403,7.080834,345.24857
32.197803,6.91329,337.44382
22.777258,12.05996,955.5938
41.387173,5.1784835,147.38411
24.410376,10.500372,852.1019
24.785046,10.771253,869.29846
33.1179,6.6288447,323.31702
40.93257,5.4189005,147.33838
40.726475,5.7765627,155.75021
23.852362,11.650466,893.9153
23.141829,11.959621,944.4631
23.760962,11.469905,917.22144
40.849094,5.592474,155.8162
31.815367,7.1831827,349.36545
25.255037,10.1168375,807.5366
25.032196,10.478231,820.01013
26.234953,9.721262,844.581
33.023228,6.3678923,330.4851
39.96046,6.8031983,166.31683
24.207872,10.7668,852.2347
23.880272,11.917342,904.8059
25.731112,10.163656,780.79846
33.24602,6.6438384,327.5058
40.31982,6.442386,165.90015
23.624998,11.26144,879.198
31.558542,7.4447136,359.4213
40.928513,5.676944,157.42728
41.125477,5.43789,150.05743
31.522713,7.807706,347.3241
23.58656,11.518702,890.9989
24.338356,10.695412,856.79156
24.435034,10.566184,875.7904
32.131668,7.1330004,343.06784
25.281387,10.089508,823.75305
25.182022,10.190386,852.7029
25.461424,9.991008,796.1732
40.949535,5.365856,149.44853
23.90943,11.189612,873.3327
25.19676,10.15273,868.5717
23.548166,11.537484,938.4549
41.315334,5.3721437,149.42552
31.88126,7.419879,352.85187
32.481434,6.8627424,336.04074
31.724363,7.34074,349.95755
31.767494,7.2073116,351.59274
40.704533,6.4538627,154.0744
32.853523,7.0163465,342.99905
23.267336,12.279083,927.989
23.650045,11.902674,898.0208
24.616411,10.420057,856.3869
31.598705,7.2731853,347.46625
24.515665,10.525789,826.7122
25.041819,10.331744,816.73444
25.419495,10.45343,849.6249
40.791275,5.6423755,147.62318
23.355043,11.581345,887.6402
24.1409,11.216668,857.5876
25.195572,9.999403,829.3753
41.24528,5.393577,147.90584
40.432198,6.390005,157.89975
31.195107,8.119508,375.1516
24.209827,11.150846,870.7249
31.647696,7.536568,355.9957
23.726538,11.512731,900.50586
23.766972,11.609417,885.07874
40.86203,5.939009,153.36476
24.001135,11.226016,871.8694
40.490738,6.299642,156.80467
32.89292,6.8781757,339.17548
40.493286,5.957827,157.03592
24.404743,10.990543,853.737
40.627808,5.638095,150.77763
23.664066,11.004045,883.95685
24.062277,11.268167,894.4558
40.201717,6.227377,159.27458
40.307487,6.712154,164.59364
40.76341,5.7875595,154.92603
32.2887,6.845921,346.28442
31.624355,7.64013,364.9737
33.100117,6.836552,334.02548
40.341923,6.194124,157.05745
25.807383,10.029011,800.3067
30.38813,8.330814,391.51828
31.745335,7.179411,354.66116
33.070805,6.538078,327.8086
31.94913,7.09367,343.84546
40.26255,6.730844,167.63184
31.932737,7.14721,345.2987
31.777872,7.6462855,363.11133
40.714767,5.649037,146.67725
24.448534,10.560041,860.2747
40.36642,6.48764,162.06079
41.093136,5.2378263,148.11182
31.74016,7.628762,359.56683
32.65291,6.893179,336.77124
33.484554,6.410505,319.65414
