accuracy,latency,memory
34.914974,8.415612,352.21527
35.049206,8.718733,361.8948
35.049206,8.3050995,360.1733
21.92681,15.369908,2194.9539
21.908138,14.936824,2282.417
27.158709,10.34337,856.03094
27.03371,10.538092,859.32556
35.03205,8.287337,354.57388
27.19176,10.674935,876.28455
27.189898,10.660967,865.029
27.191528,10.481612,849.0821
27.252703,10.531952,862.5423
35.059063,8.326639,354.93246
27.32352,10.111868,839.9146
27.276014,10.161961,836.20166
22.20221,14.696815,2195.9233
27.398521,10.015282,834.2623
21.944529,15.223175,2244.7478
35.050762,8.302076,353.65942
35.094402,8.216446,352.21527
27.318815,10.409891,847.98755
22.381258,14.791006,2128.5637
34.899277,8.680512,357.39313
22.170002,14.97101,2175.8528
27.393053,10.771709,852.7157
27.227844,10.350216,846.0395
27.287725,10.4951315,872.24255
34.945816,8.281905,352.21527
27.079628,10.205019,854.5472
22.097454,14.730958,2214.1204
22.423763,14.720885,2178.547
22.067581,15.082958,2295.49
34.90517,8.460805,356.10638
27.435778,9.726716,823.10077
34.91788,8.679835,363.5242
35.060642,8.10458,352.21527
34.9162,8.504091,356.10638
22.20256,14.815353,2120.345
22.317871,14.783628,2128.1487
21.891054,16.013939,2326.0344
34.951168,8.060706,349.7546
34.9756,8.219204,348.46786
27.371767,10.915279,868.28613
27.202175,9.901507,841.55164
34.93491,8.856843,363.63684
21.88074,15.620772,2333.1335
27.12399,10.328444,849.2004
27.34901,10.058274,841.49896
22.007181,16.13919,2354.5789
34.880905,8.382754,354.93246
35.03643,8.454008,361.8027
27.45279,9.749851,826.9523
35.0705,8.033064,352.21527
27.125868,10.115058,843.9531
27.210463,10.191516,831.60614
21.912535,15.289603,2211.5942
34.91398,8.619977,354.93246
27.057838,10.726322,862.8677
27.345942,10.177622,823.04364
21.962759,16.048433,2352.8442
27.243925,10.543266,874.7425
22.189987,14.834123,2166.9878
35.044365,7.9611125,351.93423
35.056854,8.307657,360.6286
22.145702,15.4723015,2246.0625
27.206657,10.4103775,842.25055
34.90384,8.655117,360.6286
35.050762,8.242352,356.10638
27.411713,9.766263,820.35004
21.982523,15.341003,2209.5054
34.914467,8.891788,361.8948
22.298475,14.340079,2201.9482
22.052786,15.110781,2188.7986
27.486069,10.874229,861.71875
27.29565,10.428092,849.1172
27.170874,10.191097,849.4404
21.829817,15.966719,2324.19
34.93491,8.5435295,355.82535
22.368448,14.709778,2162.6318
35.02633,8.375234,357.39313
27.251862,10.96766,877.0541
27.094036,10.2245865,844.7847
22.13034,14.9245405,2199.577
27.47199,9.98559,831.8033
34.87272,8.892483,363.5242
35.00162,8.791922,363.5242
35.08832,8.036392,349.7546
21.950338,15.015844,2271.82
21.872044,14.97862,2211.5974
34.929024,8.203186,349.7546
34.93491,8.521689,354.57388
35.06479,7.9415617,350.92853
27.146358,10.594515,870.4501
